name,number,type,address,city,state,zip,lat,lng
QWEB,3775,STATION,12556 OLD GALVESTON RD,WEBSTER,TX,77598,29.5376854,-95.1180026
QBMN,3776,STATION,1850 COMMERCE PKY,BEAUMONT,TX,77707,30.0547365,-94.1470504
QSHO,3777,STATION,6903 EAST OREM DRIVE,HOUSTON,TX,77075,29.6276034,-95.3827077
QBRY,3778,STATION,2799 NORTH EARL RUDDER FREEWAY,BRYAN,TX,77803,30.719548,-96.408358
QVCT,3779,STATION,6509 LONE TREE ROAD,VICTORIA,TX,77905,28.8113353,-96.93790048
QLRD,3780,STATION,1211 BELTWAY PARKWAY,LAREDO,TX,78045,27.6795466,-99.4795973
QWSA,3781,STATION,6808 ASCOT PARK DRIVE,SAN ANTONIO,TX,78238,29.4552126,-98.6147321
QSAN,3782,STATION,9935 DOERR LANE,SCHERTZ,TX,78154,29.615778,-98.29429586
QKLE,3783,ANNEX,300 VISTA RIDGE DRIVE,KYLE,TX,78640,30.0383027,-97.850527
QCRP,3784,STATION,246 GLASSON DRIVE,CORPUS CHRISTI,TX,78406,27.7801926,-97.5031177
QEDN,3785,STATION,502 INDEPENDENCE DRIVE,EDINBURG,TX,78541,26.3731966,-98.150414
QSAU,3786,STATION,4117 MCKINNEY FALLS PARKWAY,AUSTIN,TX,78744,30.19335593,-97.69708763
QAUS,3787,STATION,15904 IMPACT WAY,PFLUGERVILLE,TX,78660,30.4170752,-97.59141955
QUVL,3788,STATION,72 LOU STROUP DRIVE,UVALDE,TX,78801,29.21700061,-99.75112387
QAMA,3791,STATION,6671 EAST I-40,AMARILLO,TX,79118,35.194188,-101.7642936
QARX,3792,ANNEX,4901 VILLAGE CREEK ROAD,FORT WORTH,TX,76119,32.6913399,-97.24807836
QLUB,3794,STATION,5831 ELM AVENUE,LUBBOCK,TX,79404,33.54113288,-101.831295
QESN,3795,SUBSTATION,2002 CORNER RIDGE,SAN ANTONIO,TX,78219,29.448573,-98.3913282
QABI,3796,STATION,801 NORTH ARNOLD BLVD,ABILENE,TX,79603,32.45968515,-99.8076344
QMID,3797,STATION,3900 S CR 1276,MIDLAND,TX,79706,31.9229547,-102.211192
QFST,3798,STATION,601 MARTIN ADAMS,FORT STOCKTON,TX,79735,30.8877667,-102.8443564
QELP,3799,STATION,11501 WILKINSON DRIVE,EL PASO,TX,79936,31.743041,-106.312157
QENG,3801,STATION,14257 EAST EASTER AVENUE,ENGLEWOOD,CO,80112,39.5889328,-104.8230638
QDNL,3802,STATION,8951 YOSEMITE STREET,HENDERSON,CO,80640,39.8594904,-104.886485
QCEN,3803,STATION,14250 GRASSLANDS DRIVE,ENGLEWOOD,CO,80112,39.5629035,-104.8229149
QKRM,3804,STATION,1505 TYLER AVENUE,KREMMLING,CO,80459,40.0519909,-106.3761118
QFTC,3805,STATION,3870 RONALD REAGAN BOULEVARD,JOHNSTOWN,CO,80534,40.4022068,-104.9622654
QBLD,3806,STATION,12405 W. 112TH AVE,BROOMFIELD,CO,80021,39.9001025,-105.078212
QFMO,3807,STATION,2929 E PLATTE AVE,FORT MORGAN,CO,80701,40.2540062,-103.8013365
QCSP,3809,STATION,125 TROY HILL ROAD,COLORADO SPRINGS,CO,80916,38.8339059,-104.7225634
QBNV,3810,STATION,481 GREGG DRIVE,BUENA VISTA,CO,81211,38.8251054,-106.1371645
QALM,3811,STATION,2300 COMMERCE CIRCLE,ALAMOSA,CO,81101,37.447561,-105.869322
QPBL,3812,STATION,150 GREENHORN DRIVE,PUEBLO,CO,81004,38.20446104,-104.6291502
QMTS,3814,STATION,2325 AIR PARK WAY,MONTROSE,CO,81401,38.49979644,-107.9037939
QGJC,3815,STATION,715 23 RD,GRAND JUNCTION,CO,81505,39.10693915,-108.6290826
QGSP,3816,STATION,3923 COUNTY ROAD 154,GLENWOOD SPRINGS,CO,81601,39.4846751,-107.2961029
QEAG,3817,STATION,332 PLANE STREET,GYPSUM,CO,81637,39.636733,-106.913899
QNAU,3819,STATION,20431 EAST 35TH DRIVE,AURORA,CO,80011,39.76371455,-104.7499419
QCHE,3820,STATION,8417 TRUCKER TRL,CHEYENNE,WY,82007,41.1405947,-104.7006014
QWDV,3821,SUBSTATION,1105 W 48TH STREET,DENVER,CO,80221,39.7846772,-105.0015977
QJHS,3822,SUBSTATION,3867 RONALD REAGAN BOULEVARD,JOHNSTOWN,CO,80534,40.40348529,-104.9603747
QCOD,3824,STATION,701 33rd STREET,CODY,WY,82414,44.5426808,-109.0307605
QRVT,3825,STATION,4551 AIRPORT RD,RIVERTON,WY,82501,43.05390643,-108.4526162
QCAS,3826,STATION,2962 SALT CREEK PARKWAY,CASPER,WY,82601,42.8608834,-106.3574539
QGLT,3827,STATION,3841 GARMAN ROAD,GILLETTE,WY,82716,44.3328389,-105.520781
QSHR,3828,STATION,1901 KROE LANE,SHERIDAN,WY,82801,44.799143,-106.9365894
QRSP,3829,STATION,2830 KILLPECKER DRIVE,ROCK SPRINGS,WY,82901,41.62915079,-109.2391773
QPOC,3832,STATION,7121 SOUTH 5TH AVENUE,POCATELLO,ID,83204,42.8139234,-112.3787877
QTWF,3833,STATION,382 AMERICAN AVENUE,JEROME,ID,83338,42.65726724,-114.4545427
QREX,3834,STATION,594 N 4062 E,RIGBY,ID,83442,43.7129102,-111.8896675
QLEW,3835,STATION,1121 WALL STREET,LEWISTON,ID,83501,46.4325916,-117.0161457
QBOI,3837,STATION,6610 SOUTH ELITE DRIVE,BOISE,ID,83716,43.5422094,-116.1873147
QSDP,3838,STATION,195 MCNEARNEY ROAD,PONDERAY,ID,83852,48.3107106,-116.5354367
QMCA,3839,STATION,13873 HIGHWAY 55,MCCALL,ID,83638,44.8386008,-116.0865521
QVRN,3840,STATION,1127 EAST 1000 SOUTH,VERNAL,UT,84078,40.4415385,-109.5067058
QGLN,3842,STATION,1095 SOUTH 4800 WEST,SALT LAKE CITY,UT,84104,40.747472,-112.0048561
QLGN,3843,STATION,1555 NORTH 1000 WEST,LOGAN,UT,84321,41.7608605,-111.8587968
QPRV,3846,STATION,526 EAST 1750 NORTH,VINEYARD,UT,84058,40.3290608,-111.7396549
QHUR,3847,STATION,5698 W. 155 NORTH,HURRICANE,UT,84737,37.1686838,-113.4230099
QRHF,3848,STATION,603 WEST 1550 SOUTH,SALINA,UT,84654,38.9364995,-111.8700401
QNPH,3849,STATION,23000 N 7TH AVENUE,PHOENIX,AZ,85027,33.6699241,-112.0829696
QPHO,3851,STATION,3410 SOUTH 51ST AVENUE,PHOENIX,AZ,85043,33.41707465,-112.1717347
QTMP,3852,STATION,1666 N. MCCLINTOCK DRIVE,TEMPE,AZ,85281,33.44732321,-111.9094536
QYUM,3853,STATION,7685 E. 30TH STREET,YUMA,AZ,85365,32.6739888,-114.478263
QLHV,3854,STATION,2041 KIOWA BOULEVARD N.,LAKE HAVASU CITY,AZ,86403,34.50506809,-114.3421096
QSVT,3856,STATION,4400 INDUSTRY DRIVE,SIERRA VISTA,AZ,85635,31.5656614,-110.2528931
QTUC,3857,STATION,3350 E. WESTCO PL.,TUCSON,AZ,85756,32.1245129,-110.9221632
QCHD,3858,STATION,2650 EAST QUEEN CREEK RD,CHANDLER,AZ,85286,33.2642792,-111.7951846
QSHL,3859,STATION,2701 E. ADAMS ST.,SHOW LOW,AZ,85901,34.2557896,-110.013003
QFLG,3860,STATION,5700 S. PULLIAM DRIVE,FLAGSTAFF,AZ,86001,35.1437313,-111.678978
QOGD,3861,STATION,750 NORTH FRANKLIN PARKWAY,NORTH SALT LAKE,UT,84054,40.8567001,-111.9170366
QPRS,3863,STATION,2980 CENTERPOINTE EAST DR,PRESCOTT,AZ,86301,34.63061976,-112.4106356
QKNG,3864,STATION,2549 OATMAN ROAD,GOLDEN VALLEY,AZ,86413,35.1378361,-114.1103135
QSLL,3865,STATION,720 NORTH 400 WEST,NORTH SALT LAKE,UT,84054,40.85546866,-111.9204791
QWVC,3866,STATION,1455 SOUTH 5500 WEST,SALT LAKE CITY,UT,84104,40.73926664,-112.0220984
QWPH,3867,STATION,801 S. 75TH AVE,PHOENIX,AZ,85043,33.445671,-112.221065
QABQ,3871,STATION,8000 DAYTONA ROAD,ALBUQUERQUE,NM,87121,35.087929,-106.737781
QGDY,3873,STATION,890 S 143RD AVE,GOODYEAR,AZ,85338,33.4137761,-112.3663375
QFRM,3874,STATION,3000 PEPSI WAY,AZTEC,NM,87410,36.80890945,-108.0046486
QSAF,3875,STATION,4700 HART ROAD,SANTA FE,NM,87507,35.627964,-106.073659
QWSP,3878,SUBSTATION,16621 E. EUCLID AVE,SPOKANE VALLEY,WA,99216,47.68384933,-117.18387
QWEL,3879,STATION,750 INDUSTRIAL ROAD,SANTA TERESA,NM,88008,31.8486536,-106.7120385
QSSJ,3880,SUBSTATION,1605 INDUSTRIAL AVE,SAN JOSE,CA,95112,37.3734851,-121.9015836
QMOD,3881,STATION,1215 E WHITMORE AVE,MODESTO,CA,95358,37.5949353,-120.9929068
QROS,3882,STATION,419 E. BRASHER ROAD,ROSWELL,NM,88203,33.35103288,-104.5228825
QSHW,3883,STATION,13115 SW TUALATIN SHERWOOD RD,SHERWOOD,OR,97140,45.369034,-122.8419081
QCSB,3885,STATION,903-F AIRPORT AVENUE,CARLSBAD,NM,88220,32.35564712,-104.2373582
QLAS,3891,STATION,470 E. BRUNER AVE,HENDERSON,NV,89044,35.970164,-115.159117
QNLV,3892,STATION,5265 N SLOAN LANE,LAS VEGAS,NV,89115,36.2586466,-115.043424
QREN,3895,STATION,12501 MUSTANG ROAD,SPARKS,NV,89434,39.5150993,-119.6216623
QNPD,3897,STATION,751 NE COLUMBIA BLVD,PORTLAND,OR,97211,45.58016991,-122.6576631
QELK,3898,STATION,3225 RUBY VISTA DRIVE,ELKO,NV,89801,40.8615075,-115.7427652
QBLL,3901,STATION,5391 RICKENBACKER ROAD,BELL,CA,90201,33.9891656,-118.1619965
QLOS,3902,STATION,2600 EAST 28TH STREET,LOS ANGELES,CA,90058,34.01197817,-118.226717
QCRX,3904,ANNEX,18049 S WILMINGTON AVE,CARSON,CA,90746,33.86708136,-118.2356808
QCRS,3905,STATION,1725 CHARLES WILLARD STREET,CARSON,CA,90746,33.86434157,-118.2362598
QSFS,3906,STATION,11688 GREENSTONE AVENUE,SANTA FE SPRINGS,CA,90670,33.9254895,-118.0579883
QLHB,3908,SUBSTATION,555 S HARBOR BLVD,LA HABRA,CA,90631,33.92663646,-117.9331427
QANA,3909,STATION,590 E ORANGE THORPE AVENUE,ANAHEIM,CA,92801,33.8590552,-117.9151872
QARC,3910,STATION,12369 LOWER AZUSA ROAD,ARCADIA,CA,91006,34.08819306,-118.0017532
QNHW,3913,SUBSTATION,13230 SATICOY ST,NORTH HOLLYWOOD,CA,91605,34.2071435,-118.4216955
QBUR,3914,STATION,12500 BRANFORD STREET,PACOIMA,CA,91331,34.2464407,-118.4022557
QSNV,3915,STATION,9210 SAN FERNANDO ROAD,SUN VALLEY,CA,91352,34.2299643,-118.383882
QCNL,3916,STATION,15020 FLIGHT AVENUE,CHINO,CA,91710,33.9759722,-117.6191943
QLRL,3917,STATION,330 RESOURCE DRIVE,BLOOMINGTON,CA,92316,34.0421371,-117.374446
QIDS,3918,STATION,200 OLD RANCH ROAD,CITY OF INDUSTRY,CA,91789,34.0197139,-117.8360882
QOCE,3919,STATION,1402 AVENIDA DEL ORO,OCEANSIDE,CA,92056,33.2059613,-117.2894538
QOTA,3920,STATION,10132 AIRWAY ROAD,SAN DIEGO,CA,92154,32.56026298,-116.9355733
QSDG,3921,STATION,9999 OLSON DRIVE,SAN DIEGO,CA,92121,32.885853,-117.196216
QPAL,3922,STATION,411 WEST GARNET AVE,NORTH PALM SPRINGS,CA,92258,33.9027416,-116.5517278
QWRT,3925,STATION,11600 CACTUS AVE,BLOOMINGTON,CA,92316,34.043047,-117.3826022
QSRT,3926,STATION,315 WEST RESOURCE DRIVE,BLOOMINGTON,CA,92316,34.0410229,-117.3781307
QRLX,3927,ANNEX,315 WEST RESOURCE DRIVE,BLOOMINGTON,CA,92316,34.0410229,-117.3781307
QFLR,3928,STATION,458 EAST LAMBERT ROAD,FULLERTON,CA,92835,33.9234387,-117.9277239
QVEN,3931,STATION,5198 COLT STREET,VENTURA,CA,93003,34.2500639,-119.2193674
QBSH,3932,STATION,375 AIRPORT ROAD,BISHOP,CA,93514,37.3705323,-118.365815
QBKF,3933,STATION,3300 ENTERPRISE STREET,SHAFTER,CA,93263,35.4529369,-119.1952066
QSMA,3934,STATION,1424 FAIRWAY DRIVE,SANTA MARIA,CA,93455,34.915197,-120.449203
QLAN,3935,STATION,385 GRAND CYPRESS AVENUE,PALMDALE,CA,93551,34.61378829,-118.1365232
QFRE,3937,STATION,3151 S. EAST AVE,FRESNO,CA,93725,36.68957039,-119.7728234
QSLI,3939,STATION,300 MANABE OW ROAD,WATSONVILLE,CA,95076,36.9058212,-121.7792013
QFAX,3940,ANNEX,2950 CORDELIA RD,FAIRFIELD,CA,94534,38.2184229,-122.1127864
QSFR,3941,STATION,1070 SAN MATEO AVE,SOUTH SAN FRANCISCO,CA,94080,37.6492967,-122.4090134
QESA,3942,STATION,8371 ROVANA CIRCLE,SACRAMENTO,CA,95828,38.50709699,-121.3926579
QFMT,3943,STATION,8333 CENTRAL AVENUE,NEWARK,CA,94560,37.51899185,-122.042767
QFAI,3945,STATION,5191 FERMI DRIVE,FAIRFIELD,CA,94534,38.2038324,-122.1423507
QOAK,3946,STATION,1400 BUSINESS CENTER DRIVE,SAN LEANDRO,CA,94577,37.711298,-122.1894723
QHAY,3947,STATION,3596 BAUMBERG AVE,HAYWARD,CA,94545,37.61610204,-122.1021894
QUKI,3949,STATION,1-B CAROUSEL LANE,UKIAH,CA,95482,39.2015897,-123.2024366
QESX,3950,ANNEX,8371 ROVANA CIRCLE,SACRAMENTO,CA,95828,38.50709699,-121.3926579
QSJO,3951,STATION,696 E. TRIMBLE ROAD,SAN JOSE,CA,95131,37.3938231,-121.9164217
QTRL,3952,STATION,5655 HOOD WAY,TRACY,CA,95377,37.730987,-121.5088363
QSRO,3954,STATION,500 CALETTI AVENUE,WINDSOR,CA,95492,38.51752955,-122.7892274
QEUR,3955,STATION,1385 8TH STREET,ARCATA,CA,95521,40.86963456,-124.0930716
QROV,3956,STATION,8501 FOOTHILLS BLVD,ROSEVILLE,CA,95747,38.78655775,-121.3104895
QSAC,3957,STATION,8200 ELDER CREEK ROAD,SACRAMENTO,CA,95824,38.510481,-121.402345
QCHC,3959,STATION,101 BOOK FARM ROAD,DURHAM,CA,95938,39.6410139,-121.7219781
QRED,3961,STATION,1497 GEORGE DRIVE,REDDING,CA,96003,40.6272555,-122.3733395
QSNJ,3963,STATION,115 SALTSPRING DR,FRIDAY HARBOR,WA,98250,48.5374965,-123.0457893
QLCT,3970,STATION,2615 SE 23RD DRIVE,LINCOLN CITY,OR,97367,44.95126799,-124.0132041
QWPO,3971,STATION,6447 NORTH CUTTER CIRCLE,PORTLAND,OR,97217,45.57105845,-122.705406
QPOR,3972,STATION,2460 N.W. SUNDIAL ROAD,TROUTDALE,OR,97060,45.5576535,-122.4025759
QSLM,3973,STATION,3935 AUMSVILLE HIGHWAY SE,SALEM,OR,97317,44.8980005,-122.9663217
QEUG,3974,STATION,3200 CROSS STREET,EUGENE,OR,97402,44.06246067,-123.1446132
QMED,3975,STATION,555 FEDERAL WAY,CENTRAL POINT,OR,97502,42.3734943,-122.8892388
QKLM,3976,STATION,6280 ALTAMONT DRIVE,KLAMATH FALLS,OR,97601,42.1885855,-121.7473994
QBND,3977,STATION,20750 BRINSON BOULEVARD,BEND,OR,97701,44.08427431,-121.2880738
QLGD,3978,STATION,2321 JEFFERSON AVENUE,LA GRANDE,OR,97850,45.31890577,-118.0769592
QCBY,3979,STATION,3333 OCEAN BLVD,COOS BAY,OR,97420,43.38390506,-124.2513587
QNSE,3980,STATION,18795 NE 73RD STREET,REDMOND,WA,98052,47.6697631,-122.1364617
QSEA,3981,STATION,"3702 C STREET, NE",AUBURN,WA,98002,47.3410506,-122.2244148
QEVR,3982,STATION,2000 SOUTH WALNUT STREET,BURLINGTON,WA,98233,48.451908,-122.33157
QPTA,3983,STATION,51 EASY STREET,PORT ANGELES,WA,98362,48.1024108,-123.3446982
QOLY,3985,STATION,3775 PIONEER AVENUE,DUPONT,WA,98327,47.117545,-122.6384178
QTDL,3986,STATION,3840 CRATES WAY,THE DALLES,OR,97058,45.628714,-121.202836
QWNA,3988,STATION,5823 NELPAR DRIVE,EAST WENATCHEE,WA,98802,47.5178464,-120.2881955
QYAK,3989,STATION,2801 GOODMAN ROAD,UNION GAP,WA,98903,46.55413062,-120.5019571
QMLK,3990,STATION,5178 RANDOLPH ROAD NE,MOSES LAKE,WA,98837,47.18277149,-119.2998796
QOMK,3991,STATION,1219 KOALA DRIVE,OMAK,WA,98841,48.42785898,-119.4978598
QSPO,3992,STATION,4005 NORTH  MOORE ROAD,SPOKANE,WA,99216,47.69324133,-117.190466
QPAS,3993,STATION,5515 N. INDUSTRIAL WAY,PASCO,WA,99301,46.2777779,-119.0934861
QTAC,3994,STATION,3015 78TH AVENUE EAST,TACOMA,WA,98424,47.2288338,-122.3250081
NOMA,5015,SMARTPOST HUB,1 BEEMAN ROAD,NORTHBOROUGH,MA,1532,42.3118463,-71.60675887
EDNJ,5087,SMARTPOST HUB,200 NIXON LANE,EDISON,NJ,8837,40.4964292,-74.3626178
CLPA,5150,SMARTPOST HUB,2291 SWEENEY DRIVE,CLINTON,PA,15026,40.49727395,-80.29462165
ALPA,5185,SMARTPOST HUB,8451 WILLARD DR.,BREINIGSVILLE,PA,18031,40.5546356,-75.6284464
HAMD,5213,SMARTPOST HUB,4801 HOLLINS FERRY ROAD,HALETHORPE,MD,21227,39.2259766,-76.68572772
MAWV,5254,SMARTPOST HUB,553 CAPERTON BLVD.,MARTINSBURG,WV,25403,39.51410204,-77.96079944
CHNC,5281,SMARTPOST HUB,4690 GLOBAL AVE NW,CONCORD,NC,28027,35.431235,-80.6550128
ATGA,5303,SMARTPOST HUB,4644 SOUTHPARK BLVD,ELLENWOOD,GA,30294,33.6283848,-84.2889375
TFFL,5327,SMARTPOST HUB,501 GILLS DR,ORLANDO,FL,32824,28.4419115,-81.3842762
SHMS,5379,SMARTPOST HUB,4325 EXECUTIVE DRIVE,SOUTHAVEN,MS,38672,34.9241294,-90.0002914
GCOH,5431,SMARTPOST HUB,2969 LEWIS CENTRE WAY,GROVE CITY,OH,43123,39.9043547,-83.0948498
ININ,5465,ANNEX,8951 MIRABEL ROAD,INDIANAPOLIS,IN,46241,39.6811615,-86.32235023
BLMI,5481,SMARTPOST HUB,41775 ECORSE RD,BELLEVILLE,MI,48111,42.2485172,-83.4803312
NBWI,5531,SMARTPOST HUB,16555 WEST ROGERS DRIVE,NEW BERLIN,WI,53151,43.00736799,-88.12374804
MPMN,5552,SMARTPOST HUB,8450 REVERE LANE NORTH,OSSEO,MN,55369,45.1065747,-93.4101302
NSMO,5631,ANNEX,9000 PREMIER PARKWAY SOUTH,SAINT PETERS,MO,63376,38.8069025,-90.5966117
KCKS,5648,SMARTPOST HUB,22161 WEST 167TH ST,OLATHE,KS,66062,38.823954,-94.84215955
WDTX,5751,ANNEX,3901 ADLER DRIVE,DALLAS,TX,75211,32.7619364,-96.8955438
HUTX,5771,SMARTPOST HUB,1517 GREENS RD,HOUSTON,TX,77032,29.9512141,-95.353444
NACO,5802,SMARTPOST HUB,20431 EAST 35TH DRIVE,AURORA,CO,80011,39.76371455,-104.7499419
BOID,5837,ANNEX,6610 SOUTH ELITE DRIVE,BOISE,ID,83716,43.5422094,-116.1873147
WVUT,5843,ANNEX,1455 SOUTH 5500 WEST,SALT LAKE CITY,UT,84104,40.73926664,-112.0220984
WPAZ,5854,SMARTPOST HUB,801 S. 75TH AVE,PHOENIX,AZ,85043,33.445671,-112.221065
CHCA,5929,ANNEX,16142 FERN AVENUE,CHINO,CA,91708,33.96059672,-117.6550462
EMCA,5958,SMARTPOST HUB,8371 ROVANA CIRCLE,SACRAMENTO,CA,95828,38.50709699,-121.3926579
KEWA,5983,SMARTPOST HUB,22114 76TH AVE SOUTH,KENT,WA,98032,47.4034192,-122.2379767
