name,number,type,address,city,state,zip,lat,lng
SDGO,921,STATION,9999 OLSON DRIVE,SAN DIEGO,CA,92121,32.885853,-117.196216
PALM,922,STATION,411 WEST GARNET AVE,NORTH PALM SPRINGS,CA,92258,33.9027416,-116.5517278
RLTO,923,HUB,330 RESOURCE DRIVE,BLOOMINGTON,CA,92316,34.0421371,-117.374446
LRLT,924,HUB LOCAL,330 RESOURCE DRIVE,BLOOMINGTON,CA,92316,34.0421371,-117.374446
WRLT,925,STATION,11600 CACTUS AVE,BLOOMINGTON,CA,92316,34.043047,-117.3826022
SRNC,926,STATION,315 WEST RESOURCE DRIVE,BLOOMINGTON,CA,92316,34.0410229,-117.3781307
RLTX,927,ANNEX,315 WEST RESOURCE DRIVE,BLOOMINGTON,CA,92316,34.0410229,-117.3781307
ANAH,928,STATION,590 E ORANGE THORPE AVENUE,ANAHEIM,CA,92801,33.8590552,-117.9151872
CHHI,929,STATION,16142 FERN AVENUE,CHINO,CA,91708,33.96059672,-117.6550462
VENT,930,STATION,5198 COLT STREET,VENTURA,CA,93003,34.2500639,-119.2193674
BISH,932,STATION,375 AIRPORT ROAD,BISHOP,CA,93514,37.3705323,-118.365815
BKFD,933,STATION,3300 ENTERPRISE STREET,SHAFTER,CA,93263,35.4529369,-119.1952066
SMAR,934,STATION,1424 FAIRWAY DRIVE,SANTA MARIA,CA,93455,34.915197,-120.449203
LANC,935,STATION,385 GRAND CYPRESS AVENUE,PALMDALE,CA,93551,34.61378829,-118.1365232
STNC,936,STATION,6444 ARCH ROAD,STOCKTON,CA,95215,37.9051693,-121.2217253
FRES,937,STATION,3151 S. EAST AVE,FRESNO,CA,93725,36.68957039,-119.7728234
NPRS,938,STATION,751 NE COLUMBIA BLVD,PORTLAND,OR,97211,45.58016991,-122.6576631
SLIN,939,STATION,300 MANABE OW ROAD,WATSONVILLE,CA,95076,36.9058212,-121.7792013
FAIX,940,ANNEX,2950 CORDELIA RD,FAIRFIELD,CA,94534,38.2184229,-122.1127864
SFRN,941,STATION,1070 SAN MATEO AVE,SOUTH SAN FRANCISCO,CA,94080,37.6492967,-122.4090134
SACL,942,HUB LOCAL,8200 ELDER CREEK ROAD,SACRAMENTO,CA,95824,38.510481,-121.402345
FRMT,943,STATION,8333 CENTRAL AVENUE,NEWARK,CA,94560,37.51899185,-122.042767
STRS,944,STATION,6444 ARCH ROAD,STOCKTON,CA,95215,37.9051693,-121.2217253
FAIR,945,STATION,5191 FERMI DRIVE,FAIRFIELD,CA,94534,38.2038324,-122.1423507
OAKL,946,STATION,1400 BUSINESS CENTER DRIVE,SAN LEANDRO,CA,94577,37.711298,-122.1894723
HAYW,947,STATION,3596 BAUMBERG AVE,HAYWARD,CA,94545,37.61610204,-122.1021894
UKIA,949,STATION,1-B CAROUSEL LANE,UKIAH,CA,95482,39.2015897,-123.2024366
ESAX,950,ANNEX,8371 ROVANA CIRCLE,SACRAMENTO,CA,95828,38.50709699,-121.3926579
SJOS,951,STATION,696 E. TRIMBLE ROAD,SAN JOSE,CA,95131,37.3938231,-121.9164217
TRAL,952,HUB LOCAL,5655 HOOD WAY,TRACY,CA,95377,37.730987,-121.5088363
TRAC,953,HUB,5655 HOOD WAY,TRACY,CA,95377,37.730987,-121.5088363
SROS,954,STATION,500 CALETTI AVENUE,WINDSOR,CA,95492,38.51752955,-122.7892274
EURK,955,STATION,1385 8TH STREET,ARCATA,CA,95521,40.86963456,-124.0930716
ROSV,956,STATION,8501 FOOTHILLS BLVD,ROSEVILLE,CA,95747,38.78655775,-121.3104895
ESAC,957,STATION,8371 ROVANA CIRCLE,SACRAMENTO,CA,95828,38.50709699,-121.3926579
SACR,958,HUB,8200 ELDER CREEK ROAD,SACRAMENTO,CA,95824,38.510481,-121.402345
CHCO,959,STATION,101 BOOK FARM ROAD,DURHAM,CA,95938,39.6410139,-121.7219781
REDD,960,STATION,1497 GEORGE DRIVE,REDDING,CA,96003,40.6272555,-122.3733395
WPOR,961,STATION,6447 NORTH CUTTER CIRCLE,PORTLAND,OR,97217,45.57105845,-122.705406
LAVW,962,SUBSTATION,1564 NORTH 4TH STREET,LAKEVIEW,OR,97630,42.1932574,-120.3510693
SANJ,963,STATION,115 SALTSPRING DR,FRIDAY HARBOR,WA,98250,48.5374965,-123.0457893
BRKG,965,SUBSTATION,98212 E. BENHAM LANE,BROOKINGS,OR,97415,42.042324,-124.2496764
LCTY,970,STATION,2615 SE 23RD DRIVE,LINCOLN CITY,OR,97367,44.95126799,-124.0132041
PORL,971,HUB LOCAL,2460 N.W. SUNDIAL ROAD,TROUTDALE,OR,97060,45.5576535,-122.4025759
PORT,972,HUB,2460 N.W. SUNDIAL ROAD,TROUTDALE,OR,97060,45.5576535,-122.4025759
SALE,973,STATION,3935 AUMSVILLE HIGHWAY SE,SALEM,OR,97317,44.8980005,-122.9663217
EUGN,974,STATION,3200 CROSS STREET,EUGENE,OR,97402,44.06246067,-123.1446132
MEDF,975,STATION,555 FEDERAL WAY,CENTRAL POINT,OR,97502,42.3734943,-122.8892388
KLAM,976,STATION,6280 ALTAMONT DRIVE,KLAMATH FALLS,OR,97601,42.1885855,-121.7473994
BEND,977,STATION,20750 BRINSON BOULEVARD,BEND,OR,97701,44.08427431,-121.2880738
LGRD,978,STATION,2321 JEFFERSON AVENUE,LA GRANDE,OR,97850,45.31890577,-118.0769592
COOB,979,STATION,3333 OCEAN BLVD,COOS BAY,OR,97420,43.38390506,-124.2513587
NSEA,980,STATION,18795 NE 73RD STREET,REDMOND,WA,98052,47.6697631,-122.1364617
SEAT,981,STATION,"3702 C STREET, NE",AUBURN,WA,98002,47.3410506,-122.2244148
EVRT,982,STATION,2000 SOUTH WALNUT STREET,BURLINGTON,WA,98233,48.451908,-122.33157
PTAN,983,STATION,51 EASY STREET,PORT ANGELES,WA,98362,48.1024108,-123.3446982
OLYM,985,STATION,3775 PIONEER AVENUE,DUPONT,WA,98327,47.117545,-122.6384178
TDAL,986,STATION,3840 CRATES WAY,THE DALLES,OR,97058,45.628714,-121.202836
BURN,987,SUBSTATION,250 LOTTERY LANE,HINES,OR,97738,43.5560939,-119.0798275
WENA,988,STATION,5823 NELPAR DRIVE,EAST WENATCHEE,WA,98802,47.5178464,-120.2881955
YAKI,989,STATION,2801 GOODMAN ROAD,UNION GAP,WA,98903,46.55413062,-120.5019571
MLAK,990,STATION,5178 RANDOLPH ROAD NE,MOSES LAKE,WA,98837,47.18277149,-119.2998796
OMAK,991,STATION,1219 KOALA DRIVE,OMAK,WA,98841,48.42785898,-119.4978598
SPOK,992,STATION,4005 NORTH MOORE ROAD,SPOKANE,WA,99216,47.69324133,-117.190466
PASC,993,STATION,5515 N. INDUSTRIAL WAY,PASCO,WA,99301,46.2777779,-119.0934861
TACO,994,STATION,3015 78TH AVENUE EAST,TACOMA,WA,98424,47.2288338,-122.3250081
QSPF,3011,STATION,140 LONCZAK DRIVE,CHICOPEE,MA,1022,42.1859907,-72.55298924
QNTH,3013,STATION,1 BEEMAN ROAD,NORTHBOROUGH,MA,1532,42.3118463,-71.60675887
QWOR,3016,STATION,100 PINE HILL DRIVE,BOYLSTON,MA,1505,42.3278981,-71.7284782
QNAT,3017,STATION,30 SUPERIOR DRIVE,NATICK,MA,1760,42.30123972,-71.37932905
QWLG,3018,STATION,45 INDUSTRIAL WAY,WILMINGTON,MA,1887,42.528588,-71.1407668
QNBI,3020,STATION,90 SALEM ROAD,NORTH BILLERICA,MA,1862,42.5760406,-71.2670041
QANO,3021,STATION,375 BALLARDVALE ST.,WILMINGTON,MA,1887,42.6084638,-71.1582429
QQUC,3022,STATION,520 COMMANDER SHEA BLVD,QUINCY,MA,2171,42.2915666,-71.0311393
QBRK,3024,STATION,985 BELMONT STREET,BROCKTON,MA,2301,42.06450365,-71.05724695
QMVD,3025,SUBSTATION,19 NORTH LINE ROAD,EDGARTOWN,MA,2539,41.3926954,-70.60647725
QCAP,3026,STATION,17 COWAN DRIVE,MIDDLEBORO,MA,2346,41.8137439,-70.79896188
QNTK,3027,SUBSTATION,9 NANCY LANE,NANTUCKET,MA,2554,41.26007855,-70.0767454
QPRO,3028,STATION,29 GREEN EARTH WAY,JOHNSTON,RI,2919,41.7969136,-71.5147308
QSEE,3029,STATION,1977 FALL RIVER AVENUE,SEEKONK,MA,2771,41.78028882,-71.29707108
QMAN,3031,STATION,44 INDUSTRIAL DRIVE,LONDONDERRY,NH,3053,42.91147045,-71.43295785
QKEE,3034,STATION,40 COACHMAN ROAD,WEST CHESTERFIELD,NH,3466,42.8901913,-72.4866501
QLIT,3035,STATION,883 INDUSTRIAL PARK DRIVE,LITTLETON,NH,3561,44.2910904,-71.7987086
QLEB,3037,STATION,30 PLAZA HEIGHTS ROAD,WEST LEBANON,NH,3784,43.62501415,-72.31754425
QBID,3040,STATION,1 BAKERS WAY,BIDDEFORD,ME,4005,43.473925,-70.48452597
QPTL,3041,STATION,115 INDUSTRIAL PARK ROAD,SACO,ME,4072,43.5400018,-70.4381177
QAUM,3043,STATION,380 RIVER ROAD,LEWISTON,ME,4240,44.0518161,-70.1879984
QBAN,3044,STATION,27 MACK LANE,BANGOR,ME,4401,44.7769412,-68.8731255
QHLT,3047,STATION,191 LUDLOW ROAD,HOULTON,ME,4730,46.1410845,-67.8588475
QBRL,3054,STATION,635 COMMUNITY DRIVE,SOUTH BURLINGTON,VT,5403,44.4481187,-73.14328837
QNSR,3059,STATION,495 LORDSHIP BOULEVARD,STRATFORD,CT,6615,41.168915,-73.1521816
QHAR,3060,STATION,350 RUBY ROAD,WILLINGTON,CT,6279,41.92095624,-72.25992803
QSWN,3061,STATION,40 KENNEDY ROAD,SOUTH WINDSOR,CT,6074,41.855001,-72.5824979
QWND,3063,STATION,759 RAINBOW ROAD,WINDSOR,CT,6095,41.9123992,-72.6818524
QWSR,3065,STATION,550 LONG BEACH BLVD,STRATFORD,CT,6615,41.16473126,-73.15255861
QNHV,3066,STATION,29 TOELLES ROAD,WALLINGFORD,CT,6492,41.4280144,-72.8428308
QNWK,3067,STATION,173 DOREMUS AVE #269,NEWARK,NJ,7105,40.7275747,-74.1243558
QSTF,3068,STATION,825 LORDSHIP BLVD,STRATFORD,CT,6615,41.16782942,-73.14580936
QELM,3069,STATION,300 WATERSIDE DRIVE,ELMSFORD,NY,10523,41.0662508,-73.8193857
QSEC,3070,STATION,1049 SECAUCUS ROAD,JERSEY CITY,NJ,7307,40.7605218,-74.0518202
QCRT,3071,STATION,200 MILIK STREET,CARTERET,NJ,7008,40.58999921,-74.25135996
QCTX,3072,ANNEX,80 ESSEX AVENUE,AVENEL,NJ,7001,40.5783128,-74.2602985
QWAN,3074,STATION,95 DEMAREST DRIVE,WAYNE,NJ,7470,40.90284035,-74.26074417
QDOV,3075,STATION,1 COMMERCE CENTER DRIVE,DOVER,NJ,7801,40.89774945,-74.55561187
QMOO,3076,STATION,1 CHIPPEWA STREET,SOUTH HACKENSACK,NJ,7606,40.862605,-74.048625
QMEC,3077,SUBSTATION,25-53 TALMADGE ROAD,EDISON,NJ,8817,40.52794058,-74.39003822
QAVE,3079,STATION,135 ESSEX AVE,AVENEL,NJ,7001,40.5756217,-74.2632325
QEBR,3080,STATION,39 EDGEBORO ROAD,EAST BRUNSWICK,NJ,8816,40.467576,-74.397013
QBAR,3081,STATION,ONE COMMERCE DRIVE,BARRINGTON,NJ,8007,39.8642377,-75.0455965
QCAM,3082,STATION,5 COMMERCE DRIVE,BARRINGTON,NJ,8007,39.8627635,-75.0418803
QROB,3085,STATION,584 US ROUTE 130,TRENTON,NJ,8691,40.1885819,-74.6559624
QPRN,3086,STATION,63 STULTS ROAD,DAYTON,NJ,8810,40.3577331,-74.4827856
QLWO,3088,ANNEX,6000 RIVERSIDE DR,KEASBEY,NJ,8832,40.5079404,-74.3267161
QNYC,3100,STATION,300 MASPETH AVE.,BROOKLYN,NY,11211,40.71700695,-73.93144763
QBKN,3101,STATION,100 MORGAN AVENUE,BROOKLYN,NY,11237,40.7084091,-73.9324122
QMHT,3102,STATION,83-15  24TH AVENUE,EAST ELMHURST,NY,11370,40.7662601,-73.8739131
QSUN,3103,STATION,46-06 57TH AVENUE,MASPETH,NY,11378,40.7254074,-73.9251437
QWTP,3104,STATION,109 FAIRVIEW PARK DRIVE,ELMSFORD,NY,10523,41.067865,-73.8211761
QBRX,3106,STATION,635 ZEREGA AVENUE,BRONX,NY,10473,40.82059047,-73.84220829
QYON,3107,STATION,10 HERRMANN PLACE,YONKERS,NY,10710,40.9552919,-73.85848241
QSPV,3108,STATION,9 AL FOXIE WAY,BLAUVELT,NY,10913,41.0813778,-73.9554702
QNWB,3109,STATION,3 ENTERPRISE DRIVE,NEWBURGH,NY,12550,41.51312585,-74.11580733
QCNR,3110,STATION,570 E. 108th STREET ,BROOKLYN,NY,11236,40.6518058,-73.89731253
QLWR,3111,STATION,1 JOHNSON ROAD,LAWRENCE,NY,11559,44.596017,-75.326698
QEBK,3112,STATION,830 FOUNTAIN AVENUE,BROOKLYN,NY,11239,40.6600084,-73.8669734
QWDS,3114,STATION,24-25 BROOKLYN QUEENS EXPRSS W,WOODSIDE,NY,11377,40.764595,-73.901712
QGRC,3115,STATION,160 GRUMMAN ROAD WEST,BETHPAGE,NY,11714,40.7433354,-73.49031335
QNBT,3116,STATION,1 AEROSPACE BOULEVARD,BETHPAGE,NY,11714,40.75754195,-73.49100371
QBTH,3117,STATION,700 HICKSVILLE ROAD,BETHPAGE,NY,11714,40.7445842,-73.4960858
QBOH,3118,STATION,100 ORVILLE DRIVE,BOHEMIA,NY,11716,40.7731485,-73.1027023
QWBT,3119,STATION,999 SOUTH OYSTER BAY ROAD,BETHPAGE,NY,11714,40.7562863,-73.4984178
QLNI,3120,STATION,5901 VETERANS MEMORIAL HWY,HOLBROOK,NY,11741,40.77368315,-73.06272858
QSTY,3121,SUBSTATION,900 ROTTERDAM INDUSTRIAL PARK,SCHENECTADY,NY,12306,42.7828509,-73.98634245
QALB,3122,STATION,253 TROY ROAD,RENSSELAER,NY,12144,42.63621135,-73.70285702
QEWB,3123,STATION,46-81 METROPOLITAN AVE,QUEENS,NY,11385,40.71400475,-73.92138429
QQUE,3125,STATION,29-01 BORDEN AVE,LONG ISLAND CITY,NY,11101,40.7393197,-73.9409928
QMOT,3127,STATION,201 NEELYTOWN ROAD,MONTGOMERY,NY,12549,41.4966297,-74.2241744
QPLA,3129,STATION,82 GATEWAY DRIVE,PLATTSBURGH,NY,12901,44.778699,-73.43199101
QESY,3131,STATION,6650 NEW VENTURE GEAR DRIVE,EAST SYRACUSE,NY,13057,43.09158975,-76.06042177
QSYL,3132,STATION,7020 VAN BUREN ROAD,SYRACUSE,NY,13209,43.11195125,-76.29348337
QUTI,3135,STATION,101 CANDELLA EXPRESS DRIVE,MARCY,NY,13403,43.1356638,-75.273347
QWTT,3136,STATION,21043 COUNTY ROUTE 200,WATERTOWN,NY,13601,43.9938308,-75.9515803
QCNK,3139,STATION,299 BROOME CORPORATE PARKWAY,CONKLIN,NY,13748,42.0544901,-75.8182348
QCHK,3141,SUBSTATION,2799 WALDEN AVE,CHEEKTOWAGA,NY,14225,42.9078082,-78.7312316
QBUF,3142,STATION,3779 LAKE SHORE ROAD,BUFFALO,NY,14219,42.7805181,-78.8463071
QERC,3145,STATION,5980 COLLET ROAD,FARMINGTON,NY,14425,42.9857502,-77.3516447
QROC,3146,STATION,225 THRUWAY PARK,WEST HENRIETTA,NY,14586,43.0425461,-77.67496991
QCOR,3149,STATION,224 NORTH MAIN STREET,HORSEHEADS,NY,14845,42.1774191,-76.8188095
QNPI,3150,STATION,300 TOMLINSON ROAD,ZELIENOPLE,PA,16063,40.7581363,-80.1055174
QPIT,3152,STATION,2702 NEVILLE ROAD,PITTSBURGH,PA,15225,40.5015937,-80.0908449
QCLN,3153,ANNEX,2291 SWEENEY DRIVE,CLINTON,PA,15026,40.49727395,-80.29462165
QGBG,3156,STATION,2000 LABONTE DRIVE,HUNKER,PA,15639,40.2136536,-79.6190233
QDUB,3158,STATION,6 INDUSTRIAL DRIVE,DU BOIS,PA,15801,41.1328881,-78.7328302
QOIL,3163,STATION,1715 DEBENCE DRIVE,FRANKLIN,PA,16323,41.3535536,-79.8673962
QERI,3165,STATION,7500 BIRKMIRE DRIVE,FAIRVIEW,PA,16415,42.0244844,-80.19200124
QALT,3166,STATION,231 THEATER DRIVE,DUNCANSVILLE,PA,16635,40.4404576,-78.4408751
QHRL,3171,STATION,510 INDUSTRIAL DRIVE,LEWISBERRY,PA,17339,40.1645187,-76.83909965
QCAR,3172,STATION,951 CENTERVILLE ROAD,NEWVILLE,PA,17241,40.154788,-77.381177
QEHR,3176,STATION,111 FULLING MILL ROAD,MIDDLETOWN,PA,17057,40.21457,-74.917125
QWMP,3177,STATION,600 ALEXANDER DRIVE,MUNCY,PA,17756,41.2509018,-76.8445277
QRDG,3178,SUBSTATION,2525 NORTH 12TH STREET,READING,PA,19605,40.362074,-75.913467
QPTS,3179,STATION,52 HICKORY DRIVE,AUBURN,PA,17922,40.6075438,-76.0897698
QLEL,3181,STATION,1000 WILLOWBROOK ROAD,NORTHAMPTON,PA,18067,40.682444,-75.4662033
QSCR,3185,STATION,99 FREEPORT ROAD,PITTSTON,PA,18640,41.3204245,-75.7217029
QPHI,3190,STATION,14300 TOWNSEND ROAD,PHILADELPHIA,PA,19154,40.1021213,-74.9856884
QSPH,3191,STATION,1 TINICUM ISLAND ROAD,PHILADELPHIA,PA,19113,39.8660269,-75.283394
QWSC,3192,STATION,442 CREAMERY WAY,EXTON,PA,19341,40.0164575,-75.655186
QNWL,3193,STATION,1360 WELSH ROAD,NORTH WALES,PA,19454,40.2153752,-75.232774
QKOP,3194,STATION,601 RIVER ROAD,BRIDGEPORT,PA,19405,40.104582,-75.329123
QOKS,3195,SUBSTATION,122 MILL ROAD,PHOENIXVILLE,PA,19460,40.1239698,-75.4552287
QNWC,3197,STATION,49 DAVIDSON LANE,NEW CASTLE,DE,19720,39.70339849,-75.53856452
QSAL,3199,STATION,161 VENTURE DRIVE,SEAFORD,DE,19973,38.6581715,-75.61225979
QWAS,3200,STATION,11900 TROLLEY LANE,BELTSVILLE,MD,20705,39.0529769,-76.9086535
QUMD,3206,STATION,16001 QUEENS COURT,UPPER MARLBORO,MD,20774,38.8705474,-76.7283079
QBLT,3207,STATION,11740 BALTIMORE AVENUE,BELTSVILLE,MD,20705,39.04716022,-76.90080497
QGAT,3208,STATION,800 N. FREDERICK AVE.,GAITHERSBURG,MD,20879,39.155204,-77.2154797
QEBA,3209,STATION,6021 BETHLEHEM BLVD,SPARROWS POINT,MD,21219,39.23417155,-76.4872578
QSBA,3210,STATION,4835 HOLLINS FERRY ROAD,HALETHORPE,MD,21227,39.22444825,-76.68986285
QHAL,3211,ANNEX,4801 HOLLINS FERRY  ROAD,HALETHORPE,MD,21227,39.2259766,-76.68572772
QBAL,3212,STATION,10075 PHILADELPHIA ROAD,WHITE MARSH,MD,21162,39.36605269,-76.4497096
QCMB,3215,STATION,31 LANE AVENUE,CUMBERLAND,MD,21502,39.6655726,-78.8029551
QSDV,3216,SUBSTATION,60 STARLIFTER AVE,DOVER,DE,19901,39.14286892,-75.46979877
QHAG,3217,STATION,11825 NEWGATE BOULEVARD,HAGERSTOWN,MD,21740,39.6408334,-77.7918477
QLOR,3220,STATION,8988 BELVOIR VIEW PLACE,LORTON,VA,22079,38.7257061,-77.1882356
QALX,3221,STATION,6626 FLEET DRIVE,ALEXANDRIA,VA,22310,38.7730418,-77.1572341
QCHN,3222,STATION,14900 STONECROFT CENTER COURT,CHANTILLY,VA,20151,38.9016135,-77.463654
QMAS,3223,STATION,7303 CUSHING ROAD,MANASSAS,VA,20109,38.7967813,-77.5614046
QFRD,3224,STATION,300 CENTREPORT PARKWAY,FREDERICKSBURG,VA,22406,38.3907711,-77.4710935
QWIN,3226,STATION,130 FROGALE COURT,WINCHESTER,VA,22602,39.1281511,-78.2011484
QCLT,3229,STATION,7 INDUSTRY WAY,STAUNTON,VA,24401,38.182629,-79.022393
QCHR,3230,STATION,13301 GROVER COURT,CHESTER,VA,23836,37.3462542,-77.400309
QRIC,3232,STATION,10105 WHITESEL RD,ASHLAND,VA,23005,37.7036068,-77.4466054
QASD,3233,STATION,10999 AIR PARK ROAD,ASHLAND,VA,23005,37.7004094,-77.4359532
QNOR,3235,STATION,1401 KELLAND DRIVE,CHESAPEAKE,VA,23320,36.77301825,-76.27391327
QNEW,3236,STATION,61 FLOYD THOMPSON BLVD,HAMPTON,VA,23666,37.08562705,-76.38978125
QVAB,3237,STATION,2555 ELLSMERE AVE,NORFOLK,VA,23513,36.8779147,-76.21952952
QEMP,3238,STATION,180 DANIEL A BELMONTE DRIVE,EMPORIA,VA,23847,36.7369448,-77.5097622
QROA,3240,STATION,1935 BLUE HILLS DRIVE NE,ROANOKE,VA,24012,37.31134304,-79.89900975
QSLE,3241,STATION,2045 COOK DRIVE,SALEM,VA,24153,37.26835763,-80.02266537
QPUL,3243,STATION,3996 PEPPERELL WAY,DUBLIN,VA,24084,37.077839,-80.7244735
QEPT,3252,SUBSTATION,2000 CENTRE COURT,EAST POINT,GA,30344,33.6832181,-84.448772
QCHW,3253,STATION,7 JW DRIVE,CHARLESTON,WV,25313,38.407561,-81.8073201
QMRT,3254,STATION,553 CAPERTON BLVD.,MARTINSBURG,WV,25403,39.51410204,-77.96079944
QBEC,3258,STATION,134 AMELIA ROAD,BEAVER,WV,25813,37.7920596,-81.1290233
QETL,3262,ANNEX,4644 SOUTHPARK BLVD,ELLENWOOD,GA,30294,33.6283848,-84.2889375
QCLB,3263,STATION,59 FRESA PARKWAY,BRIDGEPORT,WV,26330,39.3492884,-80.3047155
QMOR,3265,STATION,163 PITMAN ROAD,MORGANTOWN,WV,26501,39.6281642,-80.0032447
QPSL,3266,ANNEX,13701 SW ANTHONY F SANSONE SR,PORT ST. LUCIE,FL,34987,27.2977589,-80.5216184
QFMX,3267,ANNEX,6020 AIRPORT DRIVE,CHARLOTTE,NC,28208,35.2136836,-80.9279272
QLNC,3268,STATION,1000 E POWELL DR,LINCOLNTON,NC,28092,35.537296,-81.2157365
QFYX,3269,ANNEX,1030 FORT WORTH AVE,FAYETTEVILLE,NC,28312,35.062393,-78.837557
QRKR,3270,SUBSTATION,2400 NORTH MEMORIAL DRIVE,GREENVILLE,NC,27834,35.652765,-77.364975
QGRN,3271,STATION,1544 OLD GREENSBORO ROAD,KERNERSVILLE,NC,27284,36.1118657,-80.0525846
QELN,3272,STATION,6538 JUDGE ADAMS ROAD,WHITSETT,NC,27377,36.0472007,-79.5909753
QRAX,3273,ANNEX,8001 KNIGHTDALE BLVD,KNIGHTDALE,NC,27545,35.80721211,-78.46095665
QRAL,3276,STATION,2600 PAGE ROAD,DURHAM,NC,27703,35.91644116,-78.81474799
QDUR,3277,STATION,4357 S. ALSTON AVE,DURHAM,NC,27713,35.90852665,-78.88229815
QECA,3278,STATION,5350 NORTHLAND DRIVE,GREENVILLE,NC,27834,35.65065455,-77.35173121
QELI,3279,STATION,204 SOUTH GRANBY STREET,HERTFORD,NC,27944,36.1707142,-76.4506147
QCON,3280,STATION,4350 FORTUNE AVE NW,CONCORD,NC,28027,35.4278675,-80.6569729
QCHL,3281,STATION,6604 CSX WAY,CHARLOTTE,NC,28214,35.27297065,-80.922953
QFAY,3283,STATION,104 MIDWAY DRIVE,RAEFORD,NC,28376,35.0330003,-79.1215122
QWIL,3284,STATION,3241 PENNINGTON DRIVE,WILMINGTON,NC,28405,34.2973384,-77.8993209
QSFY,3285,STATION,880 TECHNOLOGY DRIVE,FAYETTEVILLE,NC,28306,34.9458162,-78.8893915
QHIC,3286,STATION,1936 Amity Street,NEWTON,NC,28658,35.6854612,-81.2592827
QBRC,3287,STATION,1995 HIGHWAY 19 SOUTH,BRYSON CITY,NC,28713,35.4071201,-83.4666203
QASV,3288,STATION,99 BROADPOINTE DR.  ,MILLS RIVER,NC,28759,35.41956915,-82.55001273
QCOB,3292,STATION,151 SHOP GROVE DRIVE,COLUMBIA,SC,29209,33.9404055,-80.9599933
QSPA,3293,STATION,450 FALLING CREEK RD,SPARTANBURG,SC,29301,34.9580486,-82.0490851
QCHS,3294,STATION,6850 WEBER RD,LADSON,SC,29456,32.9593196,-80.0930159
QFLO,3295,STATION,2498 FLORENCE HARLEE BOULEVARD,FLORENCE,SC,29506,34.26776672,-79.68662812
QGRE,3296,STATION,135 FEDEX WAY,GREENVILLE,SC,29605,34.79213831,-82.39374687
QFML,3297,STATION,3058 LAKEMONT BOULEVARD,FORT MILL,SC,29708,35.0895825,-80.9399251
QNJK,3298,SUBSTATION,9779 PRITCHARD ROAD,JACKSONVILLE,FL,32219,30.3792683,-81.8188393
QMAR,3300,STATION,1675 AIRPORT ROAD NW,KENNESAW,GA,30144,34.0087685,-84.6019546
QNRC,3301,STATION,6265 ATLANTIC BOULEVARD,NORCROSS,GA,30071,33.94028045,-84.23493065
QATL,3302,STATION,4665 SOUTH PARK BOULEVARD,ELLENWOOD,GA,30294,33.627286,-84.2930181
QSTA,3304,STATION,3400 ZELL MILLER BOULEVARD,STATESBORO,GA,30458,32.3861162,-81.8394274
QATH,3306,STATION,1655 OLYMPIC DRIVE,ATHENS,GA,30601,33.9866063,-83.33191071
QSAT,3307,STATION,3120 ANVIL BLOCK RD ELLENWOOD,ELLENWOOD,GA,30294,33.6362847,-84.2857343
QAUG,3309,STATION,2902 GUN CLUB ROAD,AUGUSTA,GA,30907,33.5236556,-82.0309279
QBRS,3310,STATION,650 BRASELTON PARYKWAY,BRASELTON,GA,30517,34.1193722,-83.7739042
QAST,3311,STATION,7585 FACTORY SHOALS ROAD SW,AUSTELL,GA,30168,33.7679273,-84.5882092
QMAC,3312,STATION,1035 FRANK AMERSON PARKWAY,MACON,GA,31216,32.7377554,-83.72542583
QNSV,3313,STATION,595 NORTHPORT PARKWAY,PORT WENTWORTH,GA,31407,32.1993607,-81.1762884
QSVN,3314,STATION,126 GIGNILLIAT CIRCLE,SAVANNAH,GA,31408,32.1197786,-81.2210736
QWAY,3315,STATION,3349 SIMMONS DRIVE,WAYCROSS,GA,31503,31.2582297,-82.4282888
QALN,3317,STATION,1508 DOUGHERTY AVENUE,ALBANY,GA,31705,31.5541633,-84.1189432
QCOG,3319,STATION,6101 CHATTSWORTH COURT,MIDLAND,GA,31820,32.5328416,-84.8484037
QJKS,3321,STATION,13509 WATERWORKS STREET,JACKSONVILLE,FL,32221,30.2762511,-81.8910597
QTAL,3323,STATION,2058 SUMMIT LAKE DRIVE,TALLAHASSEE,FL,32317,30.48315442,-84.14848168
QPMC,3324,STATION,7801 COMMERCE BLVD,PANAMA CITY,FL,32404,30.2731848,-85.5184642
QPEN,3325,STATION,300 MOSSY HEAD PLAZA,DEFUNIAK SPRINGS,FL,32435,30.7351185,-86.3439573
QOCL,3326,STATION,3100 NW 35TH AVE  RD ,OCALA,FL,34475,29.2135377,-82.1774311
QSKY,3327,STATION,7830 SOUTHLAND BOULEVARD,ORLANDO,FL,32809,28.45096143,-81.40718821
QOAL,3328,STATION,3000 DIRECTORS ROW,ORLANDO,FL,32809,28.46189455,-81.42491181
QCOC,3329,STATION,3155 GRISSOM PKWY,COCOA,FL,32926,28.41527481,-80.78520212
QHLG,3331,STATION,11801 N.W. 101 ROAD,MIAMI,FL,33178,25.8764862,-80.366387
QMIA,3332,STATION,10400 NW 122ND STREET,MIAMI,FL,33178,25.8825529,-80.3654941
QFTL,3333,STATION,2700 NW 25TH STREET,POMPANO BEACH,FL,33069,26.1584286,-80.2222241
QRVB,3334,STATION,1177 WEST BLUE HERON BLVD,WEST PALM BEACH,FL,33404,26.7797542,-80.0729525
